continent,location,date,population,new_vaccinations,RollingPeopleVaccinated
Africa,Congo,9/19/2020,5518092,,
Africa,Congo,9/2/2020,5518092,,
Africa,Congo,9/20/2020,5518092,,
Africa,Congo,9/21/2020,5518092,,
Africa,Congo,9/22/2020,5518092,,
Africa,Congo,9/23/2020,5518092,,
Africa,Congo,9/24/2020,5518092,,
Africa,Congo,9/25/2020,5518092,,
Africa,Congo,9/26/2020,5518092,,
Africa,Congo,9/27/2020,5518092,,
Africa,Congo,9/28/2020,5518092,,
Africa,Congo,9/29/2020,5518092,,
Africa,Congo,9/3/2020,5518092,,
Africa,Congo,9/30/2020,5518092,,
Africa,Congo,9/4/2020,5518092,,
Africa,Congo,9/5/2020,5518092,,
Africa,Congo,9/6/2020,5518092,,
Africa,Congo,9/7/2020,5518092,,
Africa,Congo,9/8/2020,5518092,,
Africa,Congo,9/9/2020,5518092,,
North America,Costa Rica,1/1/2021,5094114,,
North America,Costa Rica,1/10/2021,5094114,,
North America,Costa Rica,1/11/2021,5094114,,
North America,Costa Rica,1/12/2021,5094114,,
North America,Costa Rica,1/13/2021,5094114,,
North America,Costa Rica,1/14/2021,5094114,,
North America,Costa Rica,1/15/2021,5094114,,
North America,Costa Rica,1/16/2021,5094114,,
North America,Costa Rica,1/17/2021,5094114,,
North America,Costa Rica,1/18/2021,5094114,,
North America,Costa Rica,1/19/2021,5094114,,
North America,Costa Rica,1/2/2021,5094114,,
North America,Costa Rica,1/20/2021,5094114,,
North America,Costa Rica,1/21/2021,5094114,,
North America,Costa Rica,1/22/2021,5094114,,
North America,Costa Rica,1/23/2021,5094114,,
North America,Costa Rica,1/24/2021,5094114,,
North America,Costa Rica,1/25/2021,5094114,,
North America,Costa Rica,1/26/2021,5094114,,
North America,Costa Rica,1/27/2021,5094114,,
North America,Costa Rica,1/28/2021,5094114,,
North America,Costa Rica,1/29/2021,5094114,,
North America,Costa Rica,1/3/2021,5094114,,
North America,Costa Rica,1/30/2021,5094114,,
North America,Costa Rica,1/31/2021,5094114,,
North America,Costa Rica,1/4/2021,5094114,,
North America,Costa Rica,1/5/2021,5094114,,
North America,Costa Rica,1/6/2021,5094114,,
North America,Costa Rica,1/7/2021,5094114,,
North America,Costa Rica,1/8/2021,5094114,,
North America,Costa Rica,1/9/2021,5094114,,
North America,Costa Rica,10/1/2020,5094114,,
North America,Costa Rica,10/10/2020,5094114,,
North America,Costa Rica,10/11/2020,5094114,,
North America,Costa Rica,10/12/2020,5094114,,
North America,Costa Rica,10/13/2020,5094114,,
North America,Costa Rica,10/14/2020,5094114,,
North America,Costa Rica,10/15/2020,5094114,,
North America,Costa Rica,10/16/2020,5094114,,
North America,Costa Rica,10/17/2020,5094114,,
North America,Costa Rica,10/18/2020,5094114,,
North America,Costa Rica,10/19/2020,5094114,,
North America,Costa Rica,10/2/2020,5094114,,
North America,Costa Rica,10/20/2020,5094114,,
North America,Costa Rica,10/21/2020,5094114,,
North America,Costa Rica,10/22/2020,5094114,,
North America,Costa Rica,10/23/2020,5094114,,
North America,Costa Rica,10/24/2020,5094114,,
North America,Costa Rica,10/25/2020,5094114,,
North America,Costa Rica,10/26/2020,5094114,,
North America,Costa Rica,10/27/2020,5094114,,
North America,Costa Rica,10/28/2020,5094114,,
North America,Costa Rica,10/29/2020,5094114,,
North America,Costa Rica,10/3/2020,5094114,,
North America,Costa Rica,10/30/2020,5094114,,
North America,Costa Rica,10/31/2020,5094114,,
North America,Costa Rica,10/4/2020,5094114,,
North America,Costa Rica,10/5/2020,5094114,,
North America,Costa Rica,10/6/2020,5094114,,
North America,Costa Rica,10/7/2020,5094114,,
North America,Costa Rica,10/8/2020,5094114,,
North America,Costa Rica,10/9/2020,5094114,,
North America,Costa Rica,11/1/2020,5094114,,
North America,Costa Rica,11/10/2020,5094114,,
North America,Costa Rica,11/11/2020,5094114,,
North America,Costa Rica,11/12/2020,5094114,,
North America,Costa Rica,11/13/2020,5094114,,
North America,Costa Rica,11/14/2020,5094114,,
North America,Costa Rica,11/15/2020,5094114,,
North America,Costa Rica,11/16/2020,5094114,,
North America,Costa Rica,11/17/2020,5094114,,
North America,Costa Rica,11/18/2020,5094114,,
North America,Costa Rica,11/19/2020,5094114,,
North America,Costa Rica,11/2/2020,5094114,,
North America,Costa Rica,11/20/2020,5094114,,
North America,Costa Rica,11/21/2020,5094114,,
North America,Costa Rica,11/22/2020,5094114,,
North America,Costa Rica,11/23/2020,5094114,,
North America,Costa Rica,11/24/2020,5094114,,
North America,Costa Rica,11/25/2020,5094114,,
North America,Costa Rica,11/26/2020,5094114,,
North America,Costa Rica,11/27/2020,5094114,,
North America,Costa Rica,11/28/2020,5094114,,
North America,Costa Rica,11/29/2020,5094114,,
North America,Costa Rica,11/3/2020,5094114,,
North America,Costa Rica,11/30/2020,5094114,,
North America,Costa Rica,11/4/2020,5094114,,
North America,Costa Rica,11/5/2020,5094114,,
North America,Costa Rica,11/6/2020,5094114,,
North America,Costa Rica,11/7/2020,5094114,,
North America,Costa Rica,11/8/2020,5094114,,
North America,Costa Rica,11/9/2020,5094114,,
North America,Costa Rica,12/1/2020,5094114,,
North America,Costa Rica,12/10/2020,5094114,,
North America,Costa Rica,12/11/2020,5094114,,
North America,Costa Rica,12/12/2020,5094114,,
North America,Costa Rica,12/13/2020,5094114,,
North America,Costa Rica,12/14/2020,5094114,,
North America,Costa Rica,12/15/2020,5094114,,
North America,Costa Rica,12/16/2020,5094114,,
North America,Costa Rica,12/17/2020,5094114,,
North America,Costa Rica,12/18/2020,5094114,,
North America,Costa Rica,12/19/2020,5094114,,
North America,Costa Rica,12/2/2020,5094114,,
North America,Costa Rica,12/20/2020,5094114,,
North America,Costa Rica,12/21/2020,5094114,,
North America,Costa Rica,12/22/2020,5094114,,
North America,Costa Rica,12/23/2020,5094114,,
North America,Costa Rica,12/24/2020,5094114,,
North America,Costa Rica,12/25/2020,5094114,,
North America,Costa Rica,12/26/2020,5094114,,
North America,Costa Rica,12/27/2020,5094114,,
North America,Costa Rica,12/28/2020,5094114,,
North America,Costa Rica,12/29/2020,5094114,,
North America,Costa Rica,12/3/2020,5094114,,
North America,Costa Rica,12/30/2020,5094114,,
North America,Costa Rica,12/31/2020,5094114,,
North America,Costa Rica,12/4/2020,5094114,,
North America,Costa Rica,12/5/2020,5094114,,
North America,Costa Rica,12/6/2020,5094114,,
North America,Costa Rica,12/7/2020,5094114,,
North America,Costa Rica,12/8/2020,5094114,,
North America,Costa Rica,12/9/2020,5094114,,
North America,Costa Rica,2/1/2021,5094114,,
North America,Costa Rica,2/10/2021,5094114,,
North America,Costa Rica,2/11/2021,5094114,,
North America,Costa Rica,2/12/2021,5094114,,
North America,Costa Rica,2/13/2021,5094114,,
North America,Costa Rica,2/14/2021,5094114,,
North America,Costa Rica,2/15/2021,5094114,,
North America,Costa Rica,2/16/2021,5094114,,
North America,Costa Rica,2/17/2021,5094114,,
North America,Costa Rica,2/18/2021,5094114,,
North America,Costa Rica,2/19/2021,5094114,,
North America,Costa Rica,2/2/2021,5094114,,
North America,Costa Rica,2/20/2021,5094114,,
North America,Costa Rica,2/21/2021,5094114,,
North America,Costa Rica,2/22/2021,5094114,,
North America,Costa Rica,2/23/2021,5094114,,
North America,Costa Rica,2/24/2021,5094114,,
North America,Costa Rica,2/25/2021,5094114,,
North America,Costa Rica,2/26/2021,5094114,,
North America,Costa Rica,2/27/2021,5094114,,
North America,Costa Rica,2/28/2021,5094114,,
North America,Costa Rica,2/3/2021,5094114,,
North America,Costa Rica,2/4/2021,5094114,,
North America,Costa Rica,2/5/2021,5094114,,
North America,Costa Rica,2/6/2021,5094114,,
North America,Costa Rica,2/7/2021,5094114,,
North America,Costa Rica,2/8/2021,5094114,,
North America,Costa Rica,2/9/2021,5094114,,
North America,Costa Rica,3/1/2021,5094114,,
North America,Costa Rica,3/10/2020,5094114,,
North America,Costa Rica,3/10/2021,5094114,,
North America,Costa Rica,3/11/2020,5094114,,
North America,Costa Rica,3/11/2021,5094114,,
North America,Costa Rica,3/12/2020,5094114,,
North America,Costa Rica,3/12/2021,5094114,,
North America,Costa Rica,3/13/2020,5094114,,
North America,Costa Rica,3/13/2021,5094114,,
North America,Costa Rica,3/14/2020,5094114,,
North America,Costa Rica,3/14/2021,5094114,,
North America,Costa Rica,3/15/2020,5094114,,
North America,Costa Rica,3/15/2021,5094114,,
North America,Costa Rica,3/16/2020,5094114,,
North America,Costa Rica,3/16/2021,5094114,,
North America,Costa Rica,3/17/2020,5094114,,
North America,Costa Rica,3/17/2021,5094114,,
North America,Costa Rica,3/18/2020,5094114,,
North America,Costa Rica,3/18/2021,5094114,,
North America,Costa Rica,3/19/2020,5094114,,
North America,Costa Rica,3/19/2021,5094114,,
North America,Costa Rica,3/2/2021,5094114,,
North America,Costa Rica,3/20/2020,5094114,,
North America,Costa Rica,3/20/2021,5094114,,
North America,Costa Rica,3/21/2020,5094114,,
North America,Costa Rica,3/21/2021,5094114,,
North America,Costa Rica,3/22/2020,5094114,,
North America,Costa Rica,3/22/2021,5094114,,
North America,Costa Rica,3/23/2020,5094114,,
North America,Costa Rica,3/23/2021,5094114,,
North America,Costa Rica,3/24/2020,5094114,,
North America,Costa Rica,3/24/2021,5094114,,
North America,Costa Rica,3/25/2020,5094114,,
North America,Costa Rica,3/25/2021,5094114,,
North America,Costa Rica,3/26/2020,5094114,,
North America,Costa Rica,3/26/2021,5094114,,
North America,Costa Rica,3/27/2020,5094114,,
North America,Costa Rica,3/27/2021,5094114,,
North America,Costa Rica,3/28/2020,5094114,,
North America,Costa Rica,3/28/2021,5094114,,
North America,Costa Rica,3/29/2020,5094114,,
North America,Costa Rica,3/29/2021,5094114,,
North America,Costa Rica,3/3/2021,5094114,,
North America,Costa Rica,3/30/2020,5094114,,
North America,Costa Rica,3/30/2021,5094114,,
North America,Costa Rica,3/31/2020,5094114,,
North America,Costa Rica,3/31/2021,5094114,,
North America,Costa Rica,3/4/2021,5094114,,
North America,Costa Rica,3/5/2021,5094114,,
North America,Costa Rica,3/6/2020,5094114,,
North America,Costa Rica,3/6/2021,5094114,,
North America,Costa Rica,3/7/2020,5094114,,
North America,Costa Rica,3/7/2021,5094114,,
North America,Costa Rica,3/8/2020,5094114,,
North America,Costa Rica,3/8/2021,5094114,,
North America,Costa Rica,3/9/2020,5094114,,
North America,Costa Rica,3/9/2021,5094114,,
North America,Costa Rica,4/1/2020,5094114,,
North America,Costa Rica,4/1/2021,5094114,,
North America,Costa Rica,4/10/2020,5094114,,
North America,Costa Rica,4/10/2021,5094114,,
North America,Costa Rica,4/11/2020,5094114,,
North America,Costa Rica,4/11/2021,5094114,,
North America,Costa Rica,4/12/2020,5094114,,
North America,Costa Rica,4/12/2021,5094114,,
North America,Costa Rica,4/13/2020,5094114,,
North America,Costa Rica,4/13/2021,5094114,,
North America,Costa Rica,4/14/2020,5094114,,
North America,Costa Rica,4/14/2021,5094114,,
North America,Costa Rica,4/15/2020,5094114,,
North America,Costa Rica,4/15/2021,5094114,,
North America,Costa Rica,4/16/2020,5094114,,
North America,Costa Rica,4/16/2021,5094114,,
North America,Costa Rica,4/17/2020,5094114,,
North America,Costa Rica,4/17/2021,5094114,,
North America,Costa Rica,4/18/2020,5094114,,
North America,Costa Rica,4/18/2021,5094114,,
North America,Costa Rica,4/19/2020,5094114,,
North America,Costa Rica,4/19/2021,5094114,,
North America,Costa Rica,4/2/2020,5094114,,
North America,Costa Rica,4/2/2021,5094114,,
North America,Costa Rica,4/20/2020,5094114,,
North America,Costa Rica,4/20/2021,5094114,,
North America,Costa Rica,4/21/2020,5094114,,
North America,Costa Rica,4/21/2021,5094114,,
North America,Costa Rica,4/22/2020,5094114,,
North America,Costa Rica,4/22/2021,5094114,,
North America,Costa Rica,4/23/2020,5094114,,
North America,Costa Rica,4/23/2021,5094114,,
North America,Costa Rica,4/24/2020,5094114,,
North America,Costa Rica,4/24/2021,5094114,,
North America,Costa Rica,4/25/2020,5094114,,
North America,Costa Rica,4/25/2021,5094114,,
North America,Costa Rica,4/26/2020,5094114,,
North America,Costa Rica,4/26/2021,5094114,,
North America,Costa Rica,4/27/2020,5094114,,
North America,Costa Rica,4/27/2021,5094114,,
North America,Costa Rica,4/28/2020,5094114,,
North America,Costa Rica,4/28/2021,5094114,,
North America,Costa Rica,4/29/2020,5094114,,
North America,Costa Rica,4/29/2021,5094114,,
North America,Costa Rica,4/3/2020,5094114,,
North America,Costa Rica,4/3/2021,5094114,,
North America,Costa Rica,4/30/2020,5094114,,
North America,Costa Rica,4/30/2021,5094114,,
North America,Costa Rica,4/4/2020,5094114,,
North America,Costa Rica,4/4/2021,5094114,,
North America,Costa Rica,4/5/2020,5094114,,
North America,Costa Rica,4/5/2021,5094114,,
North America,Costa Rica,4/6/2020,5094114,,
North America,Costa Rica,4/6/2021,5094114,,
North America,Costa Rica,4/7/2020,5094114,,
North America,Costa Rica,4/7/2021,5094114,,
North America,Costa Rica,4/8/2020,5094114,,
North America,Costa Rica,4/8/2021,5094114,,
North America,Costa Rica,4/9/2020,5094114,,
North America,Costa Rica,4/9/2021,5094114,,
North America,Costa Rica,5/1/2020,5094114,,
North America,Costa Rica,5/10/2020,5094114,,
North America,Costa Rica,5/11/2020,5094114,,
North America,Costa Rica,5/12/2020,5094114,,
North America,Costa Rica,5/13/2020,5094114,,
North America,Costa Rica,5/14/2020,5094114,,
North America,Costa Rica,5/15/2020,5094114,,
North America,Costa Rica,5/16/2020,5094114,,
North America,Costa Rica,5/17/2020,5094114,,
North America,Costa Rica,5/18/2020,5094114,,
North America,Costa Rica,5/19/2020,5094114,,
North America,Costa Rica,5/2/2020,5094114,,
North America,Costa Rica,5/20/2020,5094114,,
North America,Costa Rica,5/21/2020,5094114,,
North America,Costa Rica,5/22/2020,5094114,,
North America,Costa Rica,5/23/2020,5094114,,
North America,Costa Rica,5/24/2020,5094114,,
North America,Costa Rica,5/25/2020,5094114,,
North America,Costa Rica,5/26/2020,5094114,,
North America,Costa Rica,5/27/2020,5094114,,
North America,Costa Rica,5/28/2020,5094114,,
North America,Costa Rica,5/29/2020,5094114,,
North America,Costa Rica,5/3/2020,5094114,,
North America,Costa Rica,5/30/2020,5094114,,
North America,Costa Rica,5/31/2020,5094114,,
North America,Costa Rica,5/4/2020,5094114,,
North America,Costa Rica,5/5/2020,5094114,,
North America,Costa Rica,5/6/2020,5094114,,
North America,Costa Rica,5/7/2020,5094114,,
North America,Costa Rica,5/8/2020,5094114,,
North America,Costa Rica,5/9/2020,5094114,,
North America,Costa Rica,6/1/2020,5094114,,
North America,Costa Rica,6/10/2020,5094114,,
North America,Costa Rica,6/11/2020,5094114,,
North America,Costa Rica,6/12/2020,5094114,,
North America,Costa Rica,6/13/2020,5094114,,
North America,Costa Rica,6/14/2020,5094114,,
North America,Costa Rica,6/15/2020,5094114,,
North America,Costa Rica,6/16/2020,5094114,,
North America,Costa Rica,6/17/2020,5094114,,
North America,Costa Rica,6/18/2020,5094114,,
North America,Costa Rica,6/19/2020,5094114,,
North America,Costa Rica,6/2/2020,5094114,,
North America,Costa Rica,6/20/2020,5094114,,
North America,Costa Rica,6/21/2020,5094114,,
North America,Costa Rica,6/22/2020,5094114,,
North America,Costa Rica,6/23/2020,5094114,,
North America,Costa Rica,6/24/2020,5094114,,
North America,Costa Rica,6/25/2020,5094114,,
North America,Costa Rica,6/26/2020,5094114,,
North America,Costa Rica,6/27/2020,5094114,,
North America,Costa Rica,6/28/2020,5094114,,
North America,Costa Rica,6/29/2020,5094114,,
North America,Costa Rica,6/3/2020,5094114,,
North America,Costa Rica,6/30/2020,5094114,,
North America,Costa Rica,6/4/2020,5094114,,
North America,Costa Rica,6/5/2020,5094114,,
North America,Costa Rica,6/6/2020,5094114,,
North America,Costa Rica,6/7/2020,5094114,,
North America,Costa Rica,6/8/2020,5094114,,
North America,Costa Rica,6/9/2020,5094114,,
North America,Costa Rica,7/1/2020,5094114,,
North America,Costa Rica,7/10/2020,5094114,,
North America,Costa Rica,7/11/2020,5094114,,
North America,Costa Rica,7/12/2020,5094114,,
North America,Costa Rica,7/13/2020,5094114,,
North America,Costa Rica,7/14/2020,5094114,,
North America,Costa Rica,7/15/2020,5094114,,
North America,Costa Rica,7/16/2020,5094114,,
North America,Costa Rica,7/17/2020,5094114,,
North America,Costa Rica,7/18/2020,5094114,,
North America,Costa Rica,7/19/2020,5094114,,
North America,Costa Rica,7/2/2020,5094114,,
North America,Costa Rica,7/20/2020,5094114,,
North America,Costa Rica,7/21/2020,5094114,,
North America,Costa Rica,7/22/2020,5094114,,
North America,Costa Rica,7/23/2020,5094114,,
North America,Costa Rica,7/24/2020,5094114,,
North America,Costa Rica,7/25/2020,5094114,,
North America,Costa Rica,7/26/2020,5094114,,
North America,Costa Rica,7/27/2020,5094114,,
North America,Costa Rica,7/28/2020,5094114,,
North America,Costa Rica,7/29/2020,5094114,,
North America,Costa Rica,7/3/2020,5094114,,
North America,Costa Rica,7/30/2020,5094114,,
North America,Costa Rica,7/31/2020,5094114,,
North America,Costa Rica,7/4/2020,5094114,,
North America,Costa Rica,7/5/2020,5094114,,
North America,Costa Rica,7/6/2020,5094114,,
North America,Costa Rica,7/7/2020,5094114,,
North America,Costa Rica,7/8/2020,5094114,,
North America,Costa Rica,7/9/2020,5094114,,
North America,Costa Rica,8/1/2020,5094114,,
North America,Costa Rica,8/10/2020,5094114,,
North America,Costa Rica,8/11/2020,5094114,,
North America,Costa Rica,8/12/2020,5094114,,
North America,Costa Rica,8/13/2020,5094114,,
North America,Costa Rica,8/14/2020,5094114,,
North America,Costa Rica,8/15/2020,5094114,,
North America,Costa Rica,8/16/2020,5094114,,
North America,Costa Rica,8/17/2020,5094114,,
North America,Costa Rica,8/18/2020,5094114,,
North America,Costa Rica,8/19/2020,5094114,,
North America,Costa Rica,8/2/2020,5094114,,
North America,Costa Rica,8/20/2020,5094114,,
North America,Costa Rica,8/21/2020,5094114,,
North America,Costa Rica,8/22/2020,5094114,,
North America,Costa Rica,8/23/2020,5094114,,
North America,Costa Rica,8/24/2020,5094114,,
North America,Costa Rica,8/25/2020,5094114,,
North America,Costa Rica,8/26/2020,5094114,,
North America,Costa Rica,8/27/2020,5094114,,
North America,Costa Rica,8/28/2020,5094114,,
North America,Costa Rica,8/29/2020,5094114,,
North America,Costa Rica,8/3/2020,5094114,,
North America,Costa Rica,8/30/2020,5094114,,
North America,Costa Rica,8/31/2020,5094114,,
North America,Costa Rica,8/4/2020,5094114,,
North America,Costa Rica,8/5/2020,5094114,,
North America,Costa Rica,8/6/2020,5094114,,
North America,Costa Rica,8/7/2020,5094114,,
North America,Costa Rica,8/8/2020,5094114,,
North America,Costa Rica,8/9/2020,5094114,,
North America,Costa Rica,9/1/2020,5094114,,
North America,Costa Rica,9/10/2020,5094114,,
North America,Costa Rica,9/11/2020,5094114,,
North America,Costa Rica,9/12/2020,5094114,,
North America,Costa Rica,9/13/2020,5094114,,
North America,Costa Rica,9/14/2020,5094114,,
North America,Costa Rica,9/15/2020,5094114,,
North America,Costa Rica,9/16/2020,5094114,,
North America,Costa Rica,9/17/2020,5094114,,
North America,Costa Rica,9/18/2020,5094114,,
North America,Costa Rica,9/19/2020,5094114,,
North America,Costa Rica,9/2/2020,5094114,,
North America,Costa Rica,9/20/2020,5094114,,
North America,Costa Rica,9/21/2020,5094114,,
North America,Costa Rica,9/22/2020,5094114,,
North America,Costa Rica,9/23/2020,5094114,,
North America,Costa Rica,9/24/2020,5094114,,
North America,Costa Rica,9/25/2020,5094114,,
North America,Costa Rica,9/26/2020,5094114,,
North America,Costa Rica,9/27/2020,5094114,,
North America,Costa Rica,9/28/2020,5094114,,
North America,Costa Rica,9/29/2020,5094114,,
North America,Costa Rica,9/3/2020,5094114,,
North America,Costa Rica,9/30/2020,5094114,,
North America,Costa Rica,9/4/2020,5094114,,
North America,Costa Rica,9/5/2020,5094114,,
North America,Costa Rica,9/6/2020,5094114,,
North America,Costa Rica,9/7/2020,5094114,,
North America,Costa Rica,9/8/2020,5094114,,
North America,Costa Rica,9/9/2020,5094114,,
Africa,Cote d'Ivoire,1/1/2021,26378275,,
Africa,Cote d'Ivoire,1/10/2021,26378275,,
Africa,Cote d'Ivoire,1/11/2021,26378275,,
Africa,Cote d'Ivoire,1/12/2021,26378275,,
Africa,Cote d'Ivoire,1/13/2021,26378275,,
Africa,Cote d'Ivoire,1/14/2021,26378275,,
Africa,Cote d'Ivoire,1/15/2021,26378275,,
Africa,Cote d'Ivoire,1/16/2021,26378275,,
Africa,Cote d'Ivoire,1/17/2021,26378275,,
Africa,Cote d'Ivoire,1/18/2021,26378275,,
Africa,Cote d'Ivoire,1/19/2021,26378275,,
Africa,Cote d'Ivoire,1/2/2021,26378275,,
Africa,Cote d'Ivoire,1/20/2021,26378275,,
Africa,Cote d'Ivoire,1/21/2021,26378275,,
Africa,Cote d'Ivoire,1/22/2021,26378275,,
Africa,Cote d'Ivoire,1/23/2021,26378275,,
Africa,Cote d'Ivoire,1/24/2021,26378275,,
Africa,Cote d'Ivoire,1/25/2021,26378275,,
Africa,Cote d'Ivoire,1/26/2021,26378275,,
Africa,Cote d'Ivoire,1/27/2021,26378275,,
Africa,Cote d'Ivoire,1/28/2021,26378275,,
Africa,Cote d'Ivoire,1/29/2021,26378275,,
Africa,Cote d'Ivoire,1/3/2021,26378275,,
Africa,Cote d'Ivoire,1/30/2021,26378275,,
Africa,Cote d'Ivoire,1/31/2021,26378275,,
Africa,Cote d'Ivoire,1/4/2021,26378275,,
Africa,Cote d'Ivoire,1/5/2021,26378275,,
Africa,Cote d'Ivoire,1/6/2021,26378275,,
Africa,Cote d'Ivoire,1/7/2021,26378275,,
Africa,Cote d'Ivoire,1/8/2021,26378275,,
Africa,Cote d'Ivoire,1/9/2021,26378275,,
Africa,Cote d'Ivoire,10/1/2020,26378275,,
Africa,Cote d'Ivoire,10/10/2020,26378275,,
Africa,Cote d'Ivoire,10/11/2020,26378275,,
Africa,Cote d'Ivoire,10/12/2020,26378275,,
Africa,Cote d'Ivoire,10/13/2020,26378275,,
Africa,Cote d'Ivoire,10/14/2020,26378275,,
Africa,Cote d'Ivoire,10/15/2020,26378275,,
Africa,Cote d'Ivoire,10/16/2020,26378275,,
Africa,Cote d'Ivoire,10/17/2020,26378275,,
Africa,Cote d'Ivoire,10/18/2020,26378275,,
Africa,Cote d'Ivoire,10/19/2020,26378275,,
Africa,Cote d'Ivoire,10/2/2020,26378275,,
Africa,Cote d'Ivoire,10/20/2020,26378275,,
Africa,Cote d'Ivoire,10/21/2020,26378275,,
Africa,Cote d'Ivoire,10/22/2020,26378275,,
Africa,Cote d'Ivoire,10/23/2020,26378275,,
Africa,Cote d'Ivoire,10/24/2020,26378275,,
Africa,Cote d'Ivoire,10/25/2020,26378275,,
Africa,Cote d'Ivoire,10/26/2020,26378275,,
Africa,Cote d'Ivoire,10/27/2020,26378275,,
Africa,Cote d'Ivoire,10/28/2020,26378275,,
Africa,Cote d'Ivoire,10/29/2020,26378275,,
Africa,Cote d'Ivoire,10/3/2020,26378275,,
Africa,Cote d'Ivoire,10/30/2020,26378275,,
Africa,Cote d'Ivoire,10/31/2020,26378275,,
Africa,Cote d'Ivoire,10/4/2020,26378275,,
Africa,Cote d'Ivoire,10/5/2020,26378275,,
Africa,Cote d'Ivoire,10/6/2020,26378275,,
Africa,Cote d'Ivoire,10/7/2020,26378275,,
Africa,Cote d'Ivoire,10/8/2020,26378275,,
Africa,Cote d'Ivoire,10/9/2020,26378275,,
Africa,Cote d'Ivoire,11/1/2020,26378275,,
Africa,Cote d'Ivoire,11/10/2020,26378275,,
Africa,Cote d'Ivoire,11/11/2020,26378275,,
Africa,Cote d'Ivoire,11/12/2020,26378275,,
Africa,Cote d'Ivoire,11/13/2020,26378275,,
Africa,Cote d'Ivoire,11/14/2020,26378275,,
Africa,Cote d'Ivoire,11/15/2020,26378275,,
Africa,Cote d'Ivoire,11/16/2020,26378275,,
Africa,Cote d'Ivoire,11/17/2020,26378275,,
Africa,Cote d'Ivoire,11/18/2020,26378275,,
Africa,Cote d'Ivoire,11/19/2020,26378275,,
Africa,Cote d'Ivoire,11/2/2020,26378275,,
Africa,Cote d'Ivoire,11/20/2020,26378275,,
Africa,Cote d'Ivoire,11/21/2020,26378275,,
Africa,Cote d'Ivoire,11/22/2020,26378275,,
Africa,Cote d'Ivoire,11/23/2020,26378275,,
Africa,Cote d'Ivoire,11/24/2020,26378275,,
Africa,Cote d'Ivoire,11/25/2020,26378275,,
Africa,Cote d'Ivoire,11/26/2020,26378275,,
Africa,Cote d'Ivoire,11/27/2020,26378275,,
Africa,Cote d'Ivoire,11/28/2020,26378275,,
Africa,Cote d'Ivoire,11/29/2020,26378275,,
Africa,Cote d'Ivoire,11/3/2020,26378275,,
Africa,Cote d'Ivoire,11/30/2020,26378275,,
Africa,Cote d'Ivoire,11/4/2020,26378275,,
Africa,Cote d'Ivoire,11/5/2020,26378275,,
Africa,Cote d'Ivoire,11/6/2020,26378275,,
Africa,Cote d'Ivoire,11/7/2020,26378275,,
Africa,Cote d'Ivoire,11/8/2020,26378275,,
Africa,Cote d'Ivoire,11/9/2020,26378275,,
Africa,Cote d'Ivoire,12/1/2020,26378275,,
Africa,Cote d'Ivoire,12/10/2020,26378275,,
Africa,Cote d'Ivoire,12/11/2020,26378275,,
Africa,Cote d'Ivoire,12/12/2020,26378275,,
Africa,Cote d'Ivoire,12/13/2020,26378275,,
Africa,Cote d'Ivoire,12/14/2020,26378275,,
Africa,Cote d'Ivoire,12/15/2020,26378275,,
Africa,Cote d'Ivoire,12/16/2020,26378275,,
Africa,Cote d'Ivoire,12/17/2020,26378275,,
Africa,Cote d'Ivoire,12/18/2020,26378275,,
Africa,Cote d'Ivoire,12/19/2020,26378275,,
Africa,Cote d'Ivoire,12/2/2020,26378275,,
Africa,Cote d'Ivoire,12/20/2020,26378275,,
Africa,Cote d'Ivoire,12/21/2020,26378275,,
Africa,Cote d'Ivoire,12/22/2020,26378275,,
Africa,Cote d'Ivoire,12/23/2020,26378275,,
Africa,Cote d'Ivoire,12/24/2020,26378275,,
Africa,Cote d'Ivoire,12/25/2020,26378275,,
Africa,Cote d'Ivoire,12/26/2020,26378275,,
Africa,Cote d'Ivoire,12/27/2020,26378275,,
Africa,Cote d'Ivoire,12/28/2020,26378275,,
Africa,Cote d'Ivoire,12/29/2020,26378275,,
Africa,Cote d'Ivoire,12/3/2020,26378275,,
Africa,Cote d'Ivoire,12/30/2020,26378275,,
Africa,Cote d'Ivoire,12/31/2020,26378275,,
Africa,Cote d'Ivoire,12/4/2020,26378275,,
Africa,Cote d'Ivoire,12/5/2020,26378275,,
Africa,Cote d'Ivoire,12/6/2020,26378275,,
Africa,Cote d'Ivoire,12/7/2020,26378275,,
Africa,Cote d'Ivoire,12/8/2020,26378275,,
Africa,Cote d'Ivoire,12/9/2020,26378275,,
Africa,Cote d'Ivoire,2/1/2021,26378275,,
Africa,Cote d'Ivoire,2/10/2021,26378275,,
Africa,Cote d'Ivoire,2/11/2021,26378275,,
Africa,Cote d'Ivoire,2/12/2021,26378275,,
Africa,Cote d'Ivoire,2/13/2021,26378275,,
Africa,Cote d'Ivoire,2/14/2021,26378275,,
Africa,Cote d'Ivoire,2/15/2021,26378275,,
Africa,Cote d'Ivoire,2/16/2021,26378275,,
Africa,Cote d'Ivoire,2/17/2021,26378275,,
Africa,Cote d'Ivoire,2/18/2021,26378275,,
Africa,Cote d'Ivoire,2/19/2021,26378275,,
Africa,Cote d'Ivoire,2/2/2021,26378275,,
Africa,Cote d'Ivoire,2/20/2021,26378275,,
Africa,Cote d'Ivoire,2/21/2021,26378275,,
Africa,Cote d'Ivoire,2/22/2021,26378275,,
